Passport,Destination,Requirement
LTU,AGO,-1
LTU,ATG,-1
LTU,ARG,-1
LTU,ARM,-1
LTU,AUS,e-visa (90)
LTU,AUT,visa free
LTU,AZE,e-visa (30)
LTU,BHS,-1
LTU,BHR,visa on arrival (30)
LTU,BGD,visa on arrival (30)
LTU,BRB,-1
LTU,BLR,-1
LTU,BEL,visa free
LTU,BLZ,visa free
LTU,BEN,e-visa
LTU,BTN,e-visa
LTU,BOL,-1
LTU,BIH,-1
LTU,BWA,-1
LTU,BRA,-1
LTU,BRN,-1
LTU,BGR,visa free
LTU,BFA,visa on arrival (90)
LTU,BDI,visa on arrival (30)
LTU,KHM,visa on arrival (30)
LTU,CMR,e-visa
LTU,CAN,e-visa (180)
LTU,CPV,-1
LTU,CAF,visa required
LTU,TCD,visa required
LTU,CHL,-1
LTU,CHN,visa required
LTU,COL,-1
LTU,COM,visa on arrival (45)
LTU,COG,visa required
LTU,COD,e-visa (90)
LTU,CRI,-1
LTU,CIV,e-visa (90)
LTU,HRV,visa free
LTU,CUB,visa required (90)
LTU,CYP,visa free
LTU,CZE,visa free
LTU,DNK,visa free
LTU,DJI,visa on arrival (90)
LTU,DOM,visa free
LTU,ECU,-1
LTU,EGY,visa on arrival (30)
LTU,SLV,-1
LTU,GNQ,e-visa
LTU,ERI,visa required
LTU,EST,visa free
LTU,SWZ,-1
LTU,ETH,visa on arrival (90)
LTU,FJI,-1
LTU,FIN,visa free
LTU,FRA,visa free
LTU,GAB,e-visa (90)
LTU,GMB,-1
LTU,GEO,-1
LTU,DEU,visa free
LTU,GHA,visa required
LTU,GRC,visa free
LTU,GRD,-1
LTU,GTM,-1
LTU,GIN,e-visa (90)
LTU,GNB,visa on arrival (90)
LTU,GUY,visa required
LTU,HND,-1
LTU,HKG,-1
LTU,HUN,visa free
LTU,ISL,visa free
LTU,IND,e-visa (30)
LTU,IDN,visa on arrival (30)
LTU,IRN,visa on arrival (30)
LTU,IRQ,visa on arrival (60)
LTU,IRL,visa free
LTU,ISR,-1
LTU,ITA,visa free
LTU,JAM,-1
LTU,JPN,-1
LTU,JOR,visa on arrival
LTU,KAZ,-1
LTU,KEN,e-visa (90)
LTU,KIR,visa required
LTU,XKX,-1
LTU,KWT,visa on arrival (90)
LTU,KGZ,-1
LTU,LAO,visa on arrival (30)
LTU,LVA,visa free
LTU,LBN,visa on arrival (30)
LTU,LSO,e-visa (14)
LTU,LBR,visa required
LTU,LBY,e-visa
LTU,LIE,visa free
LTU,LTU,-1
LTU,LUX,visa free
LTU,MAC,-1
LTU,MDG,visa on arrival (90)
LTU,MWI,visa on arrival (30)
LTU,MYS,-1
LTU,MDV,visa on arrival (30)
LTU,MLI,visa required
LTU,MLT,visa free
LTU,MHL,-1
LTU,MRT,visa on arrival
LTU,MUS,-1
LTU,MEX,-1
LTU,MDA,-1
LTU,MCO,visa free
LTU,MNG,-1
LTU,MNE,-1
LTU,MAR,-1
LTU,MOZ,visa on arrival (30)
LTU,MMR,e-visa
LTU,NAM,visa on arrival (90)
LTU,NRU,visa required
LTU,NPL,visa on arrival (150)
LTU,NLD,visa free
LTU,NZL,e-visa (90)
LTU,NIC,-1
LTU,NER,visa required
LTU,NGA,e-visa
LTU,PRK,visa required
LTU,MKD,-1
LTU,NOR,visa free
LTU,OMN,visa on arrival (30)
LTU,PAK,e-visa (30)
LTU,PLW,-1
LTU,PSE,visa free
LTU,PAN,-1
LTU,PNG,e-visa (60)
LTU,PRY,-1
LTU,PER,-1
LTU,PHL,-1
LTU,POL,visa free
LTU,PRT,visa free
LTU,QAT,visa on arrival (90)
LTU,ROU,visa free
LTU,RUS,e-visa (15)
LTU,RWA,visa on arrival (30)
LTU,KNA,-1
LTU,LCA,-1
LTU,WSM,-1
LTU,SMR,visa free
LTU,STP,-1
LTU,SAU,visa on arrival (90)
LTU,SEN,-1
LTU,SRB,-1
LTU,SLE,visa on arrival (30)
LTU,SGP,-1
LTU,SVK,visa free
LTU,SVN,visa free
LTU,SLB,-1
LTU,SOM,visa on arrival (30)
LTU,ZAF,e-visa
LTU,KOR,-1
LTU,SSD,e-visa
LTU,ESP,visa free
LTU,LKA,e-visa (30)
LTU,VCT,-1
LTU,SDN,visa required
LTU,SUR,visa required (90)
LTU,SWE,visa free
LTU,CHE,visa free
LTU,SYR,visa required
LTU,TWN,-1
LTU,TJK,-1
LTU,TZA,visa on arrival
LTU,THA,-1
LTU,TLS,-1
LTU,TGO,visa on arrival (15)
LTU,TON,-1
LTU,TTO,-1
LTU,TUN,-1
LTU,TKM,visa required
LTU,TUV,-1
LTU,TUR,-1
LTU,UGA,e-visa
LTU,UKR,-1
LTU,ARE,-1
LTU,GBR,-1
LTU,USA,e-visa (90)
LTU,URY,-1
LTU,UZB,-1
LTU,VUT,-1
LTU,VAT,visa free
LTU,VEN,-1
LTU,VNM,e-visa (90)
LTU,YEM,visa required
LTU,ZMB,-1
LTU,ZWE,visa on arrival (90)
LTU,AFG,visa required
LTU,DMA,-1
LTU,HTI,-1
LTU,SYC,-1
LUX,ALB,-1
LUX,DZA,visa required
LUX,AND,visa free
LUX,AGO,-1
LUX,ATG,-1
LUX,ARG,-1
LUX,ARM,-1
LUX,AUS,e-visa (90)
LUX,AUT,visa free
LUX,AZE,e-visa (30)
LUX,BHS,-1
LUX,BHR,visa on arrival (30)
LUX,BGD,visa on arrival (30)
LUX,BRB,-1
LUX,BLR,-1
LUX,BEL,visa free
LUX,BLZ,visa free
LUX,BEN,e-visa
LUX,BTN,e-visa
LUX,BOL,-1
LUX,BIH,-1
LUX,BWA,-1
LUX,BRA,-1
LUX,BRN,-1
LUX,BGR,visa free
LUX,BFA,visa on arrival (90)
LUX,BDI,visa on arrival (30)
LUX,KHM,visa on arrival (30)
LUX,CMR,e-visa
LUX,CAN,e-visa (180)
LUX,CPV,-1
LUX,CAF,visa required
LUX,TCD,visa required
LUX,CHL,-1
LUX,CHN,-1
LUX,COL,-1
LUX,COM,visa on arrival (45)
LUX,COG,visa required
LUX,COD,e-visa (90)
LUX,CRI,-1
LUX,CIV,e-visa (90)
LUX,HRV,visa free
LUX,CUB,visa required (90)
LUX,CYP,visa free
LUX,CZE,visa free
LUX,DNK,visa free
LUX,DJI,visa on arrival (90)
LUX,DOM,visa free
LUX,ECU,-1
LUX,EGY,visa on arrival (30)
LUX,SLV,-1
LUX,GNQ,e-visa
LUX,ERI,visa required
LUX,EST,visa free
LUX,SWZ,-1
LUX,ETH,visa on arrival (90)
LUX,FJI,-1
LUX,FIN,visa free
LUX,FRA,visa free
LUX,GAB,e-visa (90)
LUX,GMB,-1
LUX,GEO,-1
LUX,DEU,visa free
LUX,GHA,visa required
LUX,GRC,visa free
LUX,GRD,-1
LUX,GTM,-1
LUX,GIN,e-visa (90)
LUX,GNB,visa on arrival (90)
LUX,GUY,-1
LUX,HND,-1
LUX,HKG,-1
LUX,HUN,visa free
LUX,ISL,visa free
LUX,IND,e-visa (30)
LUX,IDN,visa on arrival (30)
LUX,IRN,visa on arrival (30)
LUX,IRQ,visa on arrival (60)
LUX,IRL,visa free
LUX,ISR,-1
LUX,ITA,visa free
LUX,JAM,-1
LUX,JPN,-1
LUX,JOR,visa on arrival
LUX,KAZ,-1
LUX,KEN,e-visa (90)
LUX,KIR,-1
LUX,XKX,-1
LUX,KWT,visa on arrival (90)
LUX,KGZ,-1
LUX,LAO,-1
LUX,LVA,visa free
LUX,LBN,visa on arrival (30)
LUX,LSO,-1
LUX,LBR,visa required
LUX,LBY,e-visa
LUX,LIE,visa free
LUX,LTU,visa free
LUX,LUX,-1
LUX,MAC,-1
LUX,MDG,visa on arrival (90)
LUX,MWI,visa on arrival (30)
LUX,MYS,-1
LUX,MDV,visa on arrival (30)
LUX,MLI,visa required
LUX,MLT,visa free
LUX,MHL,-1
LUX,MRT,visa on arrival
LUX,MUS,-1
LUX,MEX,-1
LUX,MDA,-1
LUX,MCO,visa free
LUX,MNG,-1
LUX,MNE,-1
LUX,MAR,-1
LUX,MOZ,visa on arrival (30)
LUX,MMR,e-visa
LUX,NAM,-1
LUX,NRU,visa required
LUX,NPL,visa on arrival (150)
LUX,NLD,visa free
LUX,NZL,e-visa (90)
LUX,NIC,-1
LUX,NER,visa required
LUX,NGA,e-visa
LUX,PRK,visa required
LUX,MKD,-1
LUX,NOR,visa free
LUX,OMN,visa on arrival (30)
LUX,PAK,e-visa (30)
LUX,PLW,-1
LUX,PSE,visa free
LUX,PAN,-1
LUX,PNG,e-visa (60)
LUX,PRY,-1
LUX,PER,-1
LUX,PHL,-1
LUX,POL,visa free
LUX,PRT,visa free
LUX,QAT,visa on arrival (90)
LUX,ROU,visa free
LUX,RUS,e-visa (15)
LUX,RWA,-1
LUX,KNA,-1
LUX,LCA,-1
LUX,WSM,-1
LUX,SMR,visa free
LUX,STP,-1
LUX,SAU,visa on arrival (90)
LUX,SEN,-1
LUX,SRB,-1
LUX,SLE,visa on arrival (30)
LUX,SGP,-1
LUX,SVK,visa free
LUX,SVN,visa free
LUX,SLB,-1
LUX,SOM,visa on arrival (30)
LUX,ZAF,-1
LUX,KOR,-1
LUX,SSD,e-visa
LUX,ESP,visa free
LUX,LKA,e-visa (30)
LUX,VCT,-1
LUX,SDN,visa required
LUX,SUR,visa required (90)
LUX,SWE,visa free
LUX,CHE,visa free
LUX,SYR,visa required
LUX,TWN,-1
LUX,TJK,-1
LUX,TZA,visa on arrival
LUX,THA,-1
LUX,TLS,-1
LUX,TGO,visa on arrival (15)
LUX,TON,-1
LUX,TTO,-1
LUX,TUN,-1
LUX,TKM,visa required
LUX,TUV,-1
LUX,TUR,-1
LUX,UGA,e-visa
LUX,UKR,-1
LUX,ARE,-1
LUX,GBR,-1
LUX,USA,e-visa (90)
LUX,URY,-1
LUX,UZB,-1
LUX,VUT,-1
LUX,VAT,visa free
LUX,VEN,-1
LUX,VNM,e-visa (90)
LUX,YEM,visa required
LUX,ZMB,-1
LUX,ZWE,visa on arrival (90)
LUX,AFG,visa required
LUX,DMA,-1
LUX,HTI,-1
LUX,SYC,-1
MAC,ALB,-1
MAC,DZA,visa required
MAC,AND,-1
MAC,AGO,visa required
MAC,ATG,-1
MAC,ARG,-1
MAC,ARM,-1
MAC,AUS,e-visa
MAC,AUT,-1
MAC,AZE,e-visa (30)
MAC,BHS,e-visa
MAC,BHR,visa on arrival (30)
MAC,BGD,visa required
MAC,BRB,-1
MAC,BLR,-1
MAC,BEL,-1
MAC,BLZ,visa required
MAC,BEN,e-visa
MAC,BTN,e-visa
MAC,BOL,visa on arrival (90)
MAC,BIH,-1
MAC,BWA,e-visa
MAC,BRA,-1
MAC,BRN,-1
MAC,BGR,-1
MAC,BFA,e-visa
MAC,BDI,visa on arrival (30)
MAC,KHM,visa on arrival (30)
MAC,CMR,e-visa
MAC,CAN,visa required
MAC,CPV,-1
MAC,CAF,visa required
MAC,TCD,visa required
MAC,CHL,-1
MAC,CHN,visa free
MAC,COL,e-visa
MAC,COM,visa on arrival (45)
MAC,COG,visa required
MAC,COD,e-visa (90)
MAC,CRI,visa required
MAC,CIV,e-visa (90)
MAC,HRV,-1
MAC,CUB,visa required (90)
MAC,CYP,-1
MAC,CZE,-1
MAC,DNK,-1
MAC,DJI,visa on arrival (90)
MAC,DOM,visa free
MAC,ECU,-1
MAC,EGY,-1
MAC,SLV,e-visa
MAC,GNQ,e-visa
MAC,ERI,visa required
MAC,EST,-1
MAC,SWZ,visa required
MAC,ETH,e-visa (90)
MAC,FJI,-1
MAC,FIN,-1
MAC,FRA,-1
MAC,GAB,e-visa (90)
MAC,GMB,visa required
MAC,GEO,e-visa
MAC,DEU,-1
MAC,GHA,visa required
MAC,GRC,-1
MAC,GRD,-1
MAC,GTM,visa required
MAC,GIN,e-visa (90)
MAC,GNB,visa on arrival (90)
MAC,GUY,visa required
MAC,HND,visa required
MAC,HKG,-1
MAC,HUN,-1
MAC,ISL,-1
MAC,IND,visa required
MAC,IDN,visa on arrival (30)
MAC,IRN,-1
MAC,IRQ,visa required
MAC,IRL,-1
MAC,ISR,-1
MAC,ITA,-1
MAC,JAM,visa required
MAC,JPN,-1
MAC,JOR,visa on arrival
MAC,KAZ,e-visa
MAC,KEN,e-visa (90)
MAC,KIR,-1
MAC,XKX,-1
MAC,KWT,visa required
MAC,KGZ,-1
MAC,LAO,visa on arrival (30)
MAC,LVA,-1
MAC,LBN,visa on arrival (30)
MAC,LSO,e-visa (14)
MAC,LBR,visa required
MAC,LBY,e-visa
MAC,LIE,-1
MAC,LTU,-1
MAC,LUX,-1
MAC,MAC,-1
MAC,MDG,visa on arrival (90)
MAC,MWI,visa on arrival (30)
MAC,MYS,-1
MAC,MDV,visa on arrival (30)
MAC,MLI,-1
MAC,MLT,-1
MAC,MHL,visa required
MAC,MRT,visa on arrival
MAC,MUS,-1
MAC,MEX,-1
MAC,MDA,-1
MAC,MCO,-1
MAC,MNG,-1
MAC,MNE,-1
MAC,MAR,-1
MAC,MOZ,visa on arrival (30)
MAC,MMR,e-visa
MAC,NAM,-1
MAC,NRU,visa required
MAC,NPL,visa on arrival (150)
MAC,NLD,-1
MAC,NZL,e-visa (90)
MAC,NIC,-1
MAC,NER,visa required
MAC,NGA,e-visa
MAC,PRK,visa required
MAC,MKD,-1
MAC,NOR,-1
MAC,OMN,visa on arrival (30)
MAC,PAK,visa required
MAC,PLW,visa on arrival (30)
MAC,PSE,visa free
MAC,PAN,visa required
MAC,PNG,e-visa (60)
MAC,PRY,visa required
MAC,PER,visa required
MAC,PHL,-1
MAC,POL,-1
MAC,PRT,-1
MAC,QAT,visa on arrival (30)
MAC,ROU,-1
MAC,RUS,-1
MAC,RWA,visa on arrival (30)
MAC,KNA,-1
MAC,LCA,visa on arrival (42)
MAC,WSM,-1
MAC,SMR,-1
MAC,STP,e-visa
MAC,SAU,visa on arrival (90)
MAC,SEN,visa required
MAC,SRB,-1
MAC,SLE,visa on arrival (30)
MAC,SGP,-1
MAC,SVK,-1
MAC,SVN,-1
MAC,SLB,visa required
MAC,SOM,visa required
MAC,ZAF,-1
MAC,KOR,-1
MAC,SSD,e-visa
MAC,ESP,-1
MAC,LKA,e-visa (30)
MAC,VCT,-1
MAC,SDN,visa required
MAC,SUR,visa required (90)
MAC,SWE,-1
MAC,CHE,-1
MAC,SYR,visa required
MAC,TWN,visa on arrival
MAC,TJK,e-visa
MAC,TZA,-1
MAC,THA,-1
MAC,TLS,visa on arrival (30)
MAC,TGO,visa on arrival (15)
MAC,TON,visa on arrival (31)
MAC,TTO,visa required
MAC,TUN,visa required
MAC,TKM,visa required
MAC,TUV,visa on arrival (30)
MAC,TUR,-1
MAC,UGA,e-visa
MAC,UKR,visa required
MAC,ARE,-1
MAC,GBR,-1
MAC,USA,visa required
MAC,URY,-1
MAC,UZB,-1
MAC,VUT,-1
MAC,VAT,-1
MAC,VEN,visa required
MAC,VNM,e-visa (90)
MAC,YEM,visa required
MAC,ZMB,e-visa
MAC,ZWE,visa on arrival (90)
MAC,AFG,visa required
MAC,DMA,-1
MAC,HTI,-1
MAC,SYC,-1
MDG,ALB,e-visa
MDG,DZA,visa required
MDG,AND,visa required
MDG,AGO,-1
MDG,ATG,-1
MDG,ARG,visa required
MDG,ARM,visa required
MDG,AUS,e-visa
MDG,AUT,visa required
MDG,AZE,visa required
MDG,BHS,e-visa
MDG,BHR,e-visa
MDG,BGD,visa on arrival (30)
MDG,BRB,-1
MDG,BLR,visa required
MDG,BEL,visa required
MDG,BLZ,visa required
MDG,BEN,-1
MDG,BTN,e-visa
MDG,BOL,visa on arrival (90)
MDG,BIH,visa required
MDG,BWA,e-visa
MDG,BRA,visa required
MDG,BRN,visa required
MDG,BGR,visa required
MDG,BFA,e-visa
MDG,BDI,visa on arrival (30)
MDG,KHM,visa on arrival (30)
MDG,CMR,e-visa
MDG,CAN,visa required
MDG,CPV,visa on arrival
MDG,CAF,visa required
MDG,TCD,visa required
MDG,CHL,visa required
MDG,CHN,visa required
MDG,COL,e-visa
MDG,COM,visa on arrival (45)
MDG,COG,visa required
MDG,COD,e-visa (90)
MDG,CRI,visa required
MDG,CIV,e-visa (90)
MDG,HRV,visa required
MDG,CUB,visa required (90)
MDG,CYP,visa required
MDG,CZE,visa required
MDG,DNK,visa required
MDG,DJI,visa on arrival (90)
MDG,DOM,visa required
MDG,ECU,-1
MDG,EGY,visa required
MDG,SLV,-1
MDG,GNQ,e-visa
MDG,ERI,visa required
MDG,EST,visa required
MDG,SWZ,-1
MDG,ETH,visa on arrival (90)
MDG,FJI,visa required
MDG,FIN,visa required
MDG,FRA,visa required
MDG,GAB,e-visa (90)
MDG,GMB,-1
MDG,GEO,e-visa
MDG,DEU,visa required
MDG,GHA,visa on arrival (30)
MDG,GRC,visa required
MDG,GRD,visa required
MDG,GTM,-1
MDG,GIN,e-visa (90)
MDG,GNB,visa on arrival (90)
MDG,GUY,visa required
MDG,HND,-1
MDG,HKG,-1
MDG,HUN,visa required
MDG,ISL,visa required
MDG,IND,e-visa (30)
MDG,IDN,e-visa
MDG,IRN,visa on arrival (30)
MDG,IRQ,visa required
MDG,IRL,visa required
MDG,ISR,visa required
MDG,ITA,visa required
MDG,JAM,visa required
MDG,JPN,visa required
MDG,JOR,visa required
MDG,KAZ,e-visa
MDG,KEN,e-visa (90)
MDG,KIR,visa required
MDG,XKX,visa required
MDG,KWT,visa required
MDG,KGZ,e-visa
MDG,LAO,visa on arrival (30)
MDG,LVA,visa required
MDG,LBN,visa required
MDG,LSO,e-visa (14)
MDG,LBR,visa required
MDG,LBY,e-visa
MDG,LIE,visa required
MDG,LTU,visa required
MDG,LUX,visa required
MDG,MAC,visa on arrival (30)
MDG,MDG,-1
MDG,MWI,visa on arrival (30)
MDG,MYS,-1
MDG,MDV,visa on arrival (30)
MDG,MLI,visa required
MDG,MLT,visa required
MDG,MHL,visa required
MDG,MRT,visa on arrival
MDG,MUS,visa on arrival (60)
MDG,MEX,visa required
MDG,MDA,e-visa
MDG,MCO,visa required
MDG,MNG,e-visa
MDG,MNE,visa required
MDG,MAR,visa required
MDG,MOZ,visa on arrival (30)
MDG,MMR,visa required
MDG,NAM,visa on arrival (90)
MDG,NRU,visa required
MDG,NPL,visa on arrival (150)
MDG,NLD,visa required
MDG,NZL,visa required
MDG,NIC,-1
MDG,NER,visa required
MDG,NGA,visa on arrival
MDG,PRK,visa required
MDG,MKD,visa required
MDG,NOR,visa required
MDG,OMN,e-visa
MDG,PAK,e-visa
MDG,PLW,visa on arrival (30)
MDG,PSE,visa required
MDG,PAN,-1
MDG,PNG,e-visa
MDG,PRY,visa required
MDG,PER,visa required
MDG,PHL,-1
MDG,POL,visa required
MDG,PRT,visa required
MDG,QAT,visa required
MDG,ROU,visa required
MDG,RUS,visa required
MDG,RWA,-1
MDG,KNA,e-visa
MDG,LCA,visa on arrival (42)
MDG,WSM,visa on arrival (90)
MDG,SMR,visa required
MDG,STP,e-visa
MDG,SAU,visa required
MDG,SEN,visa on arrival (30)
MDG,SRB,visa required
MDG,SLE,e-visa
MDG,SGP,-1
MDG,SVK,visa required
MDG,SVN,visa required
MDG,SLB,visa required
MDG,SOM,visa required
MDG,ZAF,-1
MDG,KOR,e-visa
MDG,SSD,e-visa
MDG,ESP,visa required
MDG,LKA,e-visa (30)
MDG,VCT,-1
MDG,SDN,visa required
MDG,SUR,visa required (90)
MDG,SWE,visa required
MDG,CHE,visa required
MDG,SYR,visa required
MDG,TWN,visa required
MDG,TJK,e-visa
MDG,TZA,-1
MDG,THA,visa required
MDG,TLS,visa on arrival (30)
MDG,TGO,visa on arrival (15)
MDG,TON,visa required
MDG,TTO,visa required
MDG,TUN,visa required
MDG,TKM,visa required
MDG,TUV,visa on arrival (30)
MDG,TUR,visa required
MDG,UGA,-1
MDG,UKR,visa required
MDG,ARE,visa required
MDG,GBR,visa required
MDG,USA,visa required
MDG,URY,visa required
MDG,UZB,e-visa
MDG,VUT,visa required
MDG,VAT,visa required
MDG,VEN,visa required
MDG,VNM,e-visa (90)
MDG,YEM,visa required
MDG,ZMB,visa on arrival (90)
MDG,ZWE,-1
MDG,AFG,visa required
MDG,DMA,-1
MDG,HTI,-1
MDG,SYC,-1
MWI,ALB,e-visa
MWI,DZA,visa required
MWI,AND,visa required
MWI,AGO,-1
MWI,ATG,-1
MWI,ARG,visa required
MWI,ARM,visa required
MWI,AUS,e-visa
MWI,AUT,visa required
MWI,AZE,visa required
MWI,BHS,-1
MWI,BHR,e-visa
MWI,BGD,-1
MWI,BRB,-1
MWI,BLR,visa required
MWI,BEL,visa required
MWI,BLZ,visa free
MWI,BEN,-1
MWI,BTN,e-visa
MWI,BOL,visa on arrival (90)
MWI,BIH,visa required
MWI,BWA,-1
MWI,BRA,visa required
MWI,BRN,visa required
MWI,BGR,visa required
MWI,BFA,e-visa
MWI,BDI,visa on arrival (30)
MWI,KHM,visa on arrival (30)
MWI,CMR,e-visa
MWI,CAN,visa required
MWI,CPV,visa on arrival
MWI,CAF,visa required
MWI,TCD,visa required
MWI,CHL,visa required
MWI,CHN,visa required
MWI,COL,e-visa
MWI,COM,visa on arrival (45)
MWI,COG,visa required
MWI,COD,e-visa (90)
MWI,CRI,visa required
MWI,CIV,e-visa (90)
MWI,HRV,visa required
MWI,CUB,visa required (90)
MWI,CYP,visa required
MWI,CZE,visa required
MWI,DNK,visa required
MWI,DJI,visa on arrival (90)
MWI,DOM,visa required
MWI,ECU,-1
MWI,EGY,visa required
MWI,SLV,e-visa
MWI,GNQ,e-visa
MWI,ERI,visa required
MWI,EST,visa required
MWI,SWZ,-1
MWI,ETH,visa on arrival (90)
MWI,FJI,-1
MWI,FIN,visa required
MWI,FRA,visa required
MWI,GAB,e-visa (90)
MWI,GMB,-1
MWI,GEO,e-visa
MWI,DEU,visa required
MWI,GHA,visa on arrival (30)
MWI,GRC,visa required
MWI,GRD,-1
MWI,GTM,visa required
MWI,GIN,e-visa (90)
MWI,GNB,visa on arrival (90)
MWI,GUY,visa required
MWI,HND,visa required
MWI,HKG,-1
MWI,HUN,visa required
MWI,ISL,visa required
MWI,IND,e-visa (30)
MWI,IDN,e-visa
MWI,IRN,visa on arrival (30)
MWI,IRQ,visa required
MWI,IRL,visa required
MWI,ISR,-1
MWI,ITA,visa required
MWI,JAM,visa free
MWI,JPN,visa required
MWI,JOR,visa on arrival
MWI,KAZ,e-visa
MWI,KEN,e-visa (90)
MWI,KIR,-1
MWI,XKX,-1
MWI,KWT,visa required
MWI,KGZ,e-visa
MWI,LAO,visa on arrival (30)
MWI,LVA,visa required
MWI,LBN,visa required
MWI,LSO,-1
MWI,LBR,visa required
MWI,LBY,e-visa
MWI,LIE,visa required
MWI,LTU,visa required
MWI,LUX,visa required
MWI,MAC,visa on arrival (30)
MWI,MDG,visa on arrival (90)
MWI,MWI,-1
MWI,MYS,-1
MWI,MDV,visa on arrival (30)
MWI,MLI,visa required
MWI,MLT,visa required
MWI,MHL,visa required
MWI,MRT,visa on arrival
MWI,MUS,-1
MWI,MEX,visa required
MWI,MDA,e-visa
MWI,MCO,visa required
MWI,MNG,e-visa
MWI,MNE,visa required
MWI,MAR,visa required
MWI,MOZ,visa free
MWI,MMR,visa required
MWI,NAM,-1
MWI,NRU,visa required
MWI,NPL,visa on arrival (150)
MWI,NLD,visa required
MWI,NZL,visa required
MWI,NIC,visa on arrival (30)
MWI,NER,visa required
MWI,NGA,visa on arrival
MWI,PRK,visa required
MWI,MKD,visa required
MWI,NOR,visa required
MWI,OMN,e-visa
MWI,PAK,e-visa
MWI,PLW,visa on arrival (30)
MWI,PSE,visa free
MWI,PAN,visa required
MWI,PNG,e-visa
MWI,PRY,visa required
MWI,PER,visa required
MWI,PHL,-1
MWI,POL,visa required
MWI,PRT,visa required
MWI,QAT,visa required
MWI,ROU,visa required
MWI,RUS,visa required
MWI,RWA,-1
MWI,KNA,-1
MWI,LCA,-1
MWI,WSM,visa on arrival (90)
MWI,SMR,visa required
MWI,STP,e-visa
MWI,SAU,visa required
MWI,SEN,visa on arrival (30)
MWI,SRB,visa required
MWI,SLE,visa on arrival (30)
MWI,SGP,-1
MWI,SVK,visa required
MWI,SVN,visa required
MWI,SLB,visa required
MWI,SOM,visa required
MWI,ZAF,-1
MWI,KOR,e-visa
MWI,SSD,e-visa
MWI,ESP,visa required
MWI,LKA,e-visa (30)
MWI,VCT,-1
MWI,SDN,visa required
MWI,SUR,visa required (90)
MWI,SWE,visa required
MWI,CHE,visa required
MWI,SYR,visa required
MWI,TWN,visa required
MWI,TJK,e-visa
MWI,TZA,-1
MWI,THA,visa required
MWI,TLS,visa on arrival (30)
MWI,TGO,visa on arrival (15)
MWI,TON,visa required
MWI,TTO,visa free
MWI,TUN,visa required
MWI,TKM,visa required
MWI,TUV,visa on arrival (30)
MWI,TUR,visa required
MWI,UGA,-1
MWI,UKR,visa required
MWI,ARE,visa required
MWI,GBR,visa required
MWI,USA,visa required
MWI,URY,visa required
MWI,UZB,e-visa
MWI,VUT,-1
MWI,VAT,visa required
MWI,VEN,visa required
MWI,VNM,e-visa (90)
MWI,YEM,visa required
MWI,ZMB,-1
MWI,ZWE,-1
MWI,AFG,visa required
MWI,DMA,-1
MWI,HTI,-1
MWI,SYC,-1
MYS,ALB,-1
MYS,DZA,-1
MYS,AND,-1
MYS,AGO,visa required
MYS,ATG,-1
MYS,ARG,-1
MYS,ARM,e-visa (120)
MYS,AUS,e-visa (90)
MYS,AUT,-1
MYS,AZE,visa on arrival (30)
MYS,BHS,-1
MYS,BHR,visa on arrival (30)
MYS,BGD,visa on arrival (30)
MYS,BRB,-1
MYS,BLR,-1
MYS,BEL,-1
MYS,BLZ,visa free
MYS,BEN,e-visa
MYS,BTN,e-visa
MYS,BOL,visa on arrival (90)
MYS,BIH,-1
MYS,BWA,-1
MYS,BRA,-1
MYS,BRN,-1
MYS,BGR,-1
MYS,BFA,e-visa
MYS,BDI,visa on arrival (30)
MYS,KHM,-1
MYS,CMR,e-visa
MYS,CAN,visa required
MYS,CPV,visa on arrival
MYS,CAF,visa required
MYS,TCD,visa required
MYS,CHL,-1
MYS,CHN,-1
MYS,COL,e-visa
MYS,COM,visa on arrival (45)
MYS,COG,visa required
MYS,COD,e-visa (90)
MYS,CRI,-1
MYS,CIV,e-visa (90)
MYS,HRV,-1
MYS,CUB,-1
MYS,CYP,-1
MYS,CZE,-1
MYS,DNK,-1
MYS,DJI,visa on arrival (90)
MYS,DOM,visa free
MYS,ECU,-1
MYS,EGY,visa on arrival (15)
MYS,SLV,-1
MYS,GNQ,e-visa
MYS,ERI,visa required
MYS,EST,-1
MYS,SWZ,-1
MYS,ETH,e-visa (90)
MYS,FJI,-1
MYS,FIN,-1
MYS,FRA,-1
MYS,GAB,e-visa (90)
MYS,GMB,-1
MYS,GEO,-1
MYS,DEU,-1
MYS,GHA,visa required
MYS,GRC,-1
MYS,GRD,-1
MYS,GTM,-1
MYS,GIN,e-visa (90)
MYS,GNB,visa on arrival (90)
MYS,GUY,-1
MYS,HND,-1
MYS,HKG,-1
MYS,HUN,-1
MYS,ISL,-1
MYS,IND,e-visa (30)
MYS,IDN,-1
MYS,IRN,-1
MYS,IRQ,visa required
MYS,IRL,-1
MYS,ISR,visa required
MYS,ITA,-1
MYS,JAM,visa free
MYS,JPN,-1
MYS,JOR,visa on arrival
MYS,KAZ,-1
MYS,KEN,e-visa (90)
MYS,KIR,-1
MYS,XKX,-1
MYS,KWT,visa on arrival (90)
MYS,KGZ,-1
MYS,LAO,-1
MYS,LVA,-1
MYS,LBN,visa on arrival (30)
MYS,LSO,-1
MYS,LBR,visa required
MYS,LBY,e-visa
MYS,LIE,-1
MYS,LTU,-1
MYS,LUX,-1
MYS,MAC,-1
MYS,MDG,visa on arrival (90)
